row,item,version,letter,sentence,sentence_spr,comp_q,comp_q_type,comp_q_answer,condition,list,life_status,life_mismatch,fact_mismatch,type,occupation,file_name,year_time,fact_time,year_fact,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp
921,44,40,post-task,post-task,post-task,skip,post-task,post-task,real,7,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,William Shakespeare,post-task,post-task,real,post-task
922,44,13,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,8,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Marlene Dietrich,post-task,post-task,life mismatch,post-task
923,44,39,post-task,post-task,post-task,skip,post-task,post-task,real,8,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Agatha Christie,post-task,post-task,real,post-task
924,44,40,post-task,post-task,post-task,skip,post-task,post-task,real,8,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,William Shakespeare,post-task,post-task,real,post-task
925,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
926,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
927,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
928,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
929,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
930,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
931,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
932,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
933,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
934,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
935,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
936,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
937,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
938,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
939,48,47,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task
940,48,48,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task
941,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,1,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ed Sheeran,post-task,post-task,fact mismatch,post-task
942,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,2,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emmanuel Macron,post-task,post-task,fact mismatch,post-task
943,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,3,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Helene Fischer,post-task,post-task,fact mismatch,post-task
944,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,4,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Serena Williams,post-task,post-task,fact mismatch,post-task
945,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,5,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bradley Cooper,post-task,post-task,fact mismatch,post-task
946,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,6,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Lady Gaga,post-task,post-task,fact mismatch,post-task
947,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,7,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Greta Thunberg,post-task,post-task,fact mismatch,post-task
948,50,7,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,8,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,John Lennon,post-task,post-task,fact mismatch,post-task
949,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,1,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Marlene Dietrich,post-task,post-task,life-fact mismatch,post-task
950,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
951,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
952,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,2,alive,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Louis Armstrong,post-task,post-task,life-fact mismatch,post-task
953,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
954,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
955,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,3,alive,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Joan Fontaine,post-task,post-task,life-fact mismatch,post-task
956,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
957,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
958,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,4,alive,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Billie Holiday,post-task,post-task,life-fact mismatch,post-task
959,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
960,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
961,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,5,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Adele,post-task,post-task,life-fact mismatch,post-task
962,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
963,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
964,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,6,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malala Yousafzai,post-task,post-task,life-fact mismatch,post-task
965,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
966,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
967,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,7,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Freddie Mercury,post-task,post-task,life-fact mismatch,post-task
968,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
969,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
970,58,18,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,8,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Winston Churchill,post-task,post-task,life-fact mismatch,post-task
971,58,23,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task
972,58,25,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task
973,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
974,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,1,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emma Stone,post-task,post-task,life mismatch,post-task
975,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
976,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,1,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
977,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
978,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,2,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Jennifer Lawrence,post-task,post-task,life mismatch,post-task
979,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
980,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,2,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
981,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
982,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,3,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Martin Luther King,post-task,post-task,life mismatch,post-task
983,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
984,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,3,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
985,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
986,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,4,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Adele,post-task,post-task,life mismatch,post-task
987,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
988,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,4,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
989,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
990,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,5,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Namika,post-task,post-task,life mismatch,post-task
991,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
992,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,5,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
993,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
994,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,6,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Freddie Mercury,post-task,post-task,life mismatch,post-task
995,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
996,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,6,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
997,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
998,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,7,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Muhammad Ali,post-task,post-task,life mismatch,post-task
999,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
1000,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,7,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
1001,59,42,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task
1002,59,11,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,8,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Niki Lauda,post-task,post-task,life mismatch,post-task
1003,59,26,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task
1004,59,31,post-task,post-task,post-task,skip,post-task,post-task,real,8,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task
1005,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,1,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Lionel Messi,post-task,post-task,life-fact mismatch,post-task
1006,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
1007,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,2,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Henry Ford,post-task,post-task,life-fact mismatch,post-task
1008,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
1009,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,3,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Elvis Presley,post-task,post-task,life-fact mismatch,post-task
1010,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
1011,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,4,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emma Stone,post-task,post-task,life-fact mismatch,post-task
1012,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
1013,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,5,alive,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Greta Thunberg,post-task,post-task,life-fact mismatch,post-task
1014,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
